artist_id,ds,plays
047e692906834bd3c24f99cdf11a3993,20150701,812
047e692906834bd3c24f99cdf11a3993,20150702,799
047e692906834bd3c24f99cdf11a3993,20150703,786
047e692906834bd3c24f99cdf11a3993,20150704,774
047e692906834bd3c24f99cdf11a3993,20150705,762
047e692906834bd3c24f99cdf11a3993,20150706,750
047e692906834bd3c24f99cdf11a3993,20150707,738
047e692906834bd3c24f99cdf11a3993,20150708,727
047e692906834bd3c24f99cdf11a3993,20150709,716
047e692906834bd3c24f99cdf11a3993,20150710,705
047e692906834bd3c24f99cdf11a3993,20150711,694
047e692906834bd3c24f99cdf11a3993,20150712,684
047e692906834bd3c24f99cdf11a3993,20150713,673
047e692906834bd3c24f99cdf11a3993,20150714,663
047e692906834bd3c24f99cdf11a3993,20150715,653
047e692906834bd3c24f99cdf11a3993,20150716,643
047e692906834bd3c24f99cdf11a3993,20150717,634
047e692906834bd3c24f99cdf11a3993,20150718,624
047e692906834bd3c24f99cdf11a3993,20150719,615
047e692906834bd3c24f99cdf11a3993,20150720,606
047e692906834bd3c24f99cdf11a3993,20150721,597
047e692906834bd3c24f99cdf11a3993,20150722,588
047e692906834bd3c24f99cdf11a3993,20150723,579
047e692906834bd3c24f99cdf11a3993,20150724,570
047e692906834bd3c24f99cdf11a3993,20150725,562
047e692906834bd3c24f99cdf11a3993,20150726,554
047e692906834bd3c24f99cdf11a3993,20150727,545
047e692906834bd3c24f99cdf11a3993,20150728,537
047e692906834bd3c24f99cdf11a3993,20150729,529
047e692906834bd3c24f99cdf11a3993,20150730,522
047e692906834bd3c24f99cdf11a3993,20150731,514
047e692906834bd3c24f99cdf11a3993,20150801,506
047e692906834bd3c24f99cdf11a3993,20150802,499
047e692906834bd3c24f99cdf11a3993,20150803,491
047e692906834bd3c24f99cdf11a3993,20150804,484
047e692906834bd3c24f99cdf11a3993,20150805,477
047e692906834bd3c24f99cdf11a3993,20150806,469
047e692906834bd3c24f99cdf11a3993,20150807,462
047e692906834bd3c24f99cdf11a3993,20150808,455
047e692906834bd3c24f99cdf11a3993,20150809,449
047e692906834bd3c24f99cdf11a3993,20150810,442
047e692906834bd3c24f99cdf11a3993,20150811,435
047e692906834bd3c24f99cdf11a3993,20150812,429
047e692906834bd3c24f99cdf11a3993,20150813,422
047e692906834bd3c24f99cdf11a3993,20150814,416
047e692906834bd3c24f99cdf11a3993,20150815,409
047e692906834bd3c24f99cdf11a3993,20150816,403
047e692906834bd3c24f99cdf11a3993,20150817,397
047e692906834bd3c24f99cdf11a3993,20150818,391
047e692906834bd3c24f99cdf11a3993,20150819,385
047e692906834bd3c24f99cdf11a3993,20150820,379
047e692906834bd3c24f99cdf11a3993,20150821,373
047e692906834bd3c24f99cdf11a3993,20150822,367
047e692906834bd3c24f99cdf11a3993,20150823,361
047e692906834bd3c24f99cdf11a3993,20150824,355
047e692906834bd3c24f99cdf11a3993,20150825,350
047e692906834bd3c24f99cdf11a3993,20150826,344
047e692906834bd3c24f99cdf11a3993,20150827,338
047e692906834bd3c24f99cdf11a3993,20150828,333
047e692906834bd3c24f99cdf11a3993,20150829,328
047e692906834bd3c24f99cdf11a3993,20150830,322
05043c0eaab813ea4d6ebbee5844dae2,20150701,55
05043c0eaab813ea4d6ebbee5844dae2,20150702,53
05043c0eaab813ea4d6ebbee5844dae2,20150703,51
05043c0eaab813ea4d6ebbee5844dae2,20150704,49
05043c0eaab813ea4d6ebbee5844dae2,20150705,47
05043c0eaab813ea4d6ebbee5844dae2,20150706,46
05043c0eaab813ea4d6ebbee5844dae2,20150707,44
05043c0eaab813ea4d6ebbee5844dae2,20150708,42
05043c0eaab813ea4d6ebbee5844dae2,20150709,41
05043c0eaab813ea4d6ebbee5844dae2,20150710,39
05043c0eaab813ea4d6ebbee5844dae2,20150711,38
05043c0eaab813ea4d6ebbee5844dae2,20150712,36
05043c0eaab813ea4d6ebbee5844dae2,20150713,35
05043c0eaab813ea4d6ebbee5844dae2,20150714,33
05043c0eaab813ea4d6ebbee5844dae2,20150715,32
05043c0eaab813ea4d6ebbee5844dae2,20150716,30
05043c0eaab813ea4d6ebbee5844dae2,20150717,29
05043c0eaab813ea4d6ebbee5844dae2,20150718,27
05043c0eaab813ea4d6ebbee5844dae2,20150719,26
05043c0eaab813ea4d6ebbee5844dae2,20150720,25
05043c0eaab813ea4d6ebbee5844dae2,20150721,23
05043c0eaab813ea4d6ebbee5844dae2,20150722,22
05043c0eaab813ea4d6ebbee5844dae2,20150723,21
05043c0eaab813ea4d6ebbee5844dae2,20150724,20
05043c0eaab813ea4d6ebbee5844dae2,20150725,18
05043c0eaab813ea4d6ebbee5844dae2,20150726,17
05043c0eaab813ea4d6ebbee5844dae2,20150727,16
05043c0eaab813ea4d6ebbee5844dae2,20150728,15
05043c0eaab813ea4d6ebbee5844dae2,20150729,14
05043c0eaab813ea4d6ebbee5844dae2,20150730,13
05043c0eaab813ea4d6ebbee5844dae2,20150731,11
05043c0eaab813ea4d6ebbee5844dae2,20150801,10
05043c0eaab813ea4d6ebbee5844dae2,20150802,9
05043c0eaab813ea4d6ebbee5844dae2,20150803,8
05043c0eaab813ea4d6ebbee5844dae2,20150804,7
05043c0eaab813ea4d6ebbee5844dae2,20150805,6
05043c0eaab813ea4d6ebbee5844dae2,20150806,5
05043c0eaab813ea4d6ebbee5844dae2,20150807,4
05043c0eaab813ea4d6ebbee5844dae2,20150808,3
05043c0eaab813ea4d6ebbee5844dae2,20150809,2
05043c0eaab813ea4d6ebbee5844dae2,20150810,1
05043c0eaab813ea4d6ebbee5844dae2,20150811,0
05043c0eaab813ea4d6ebbee5844dae2,20150812,0
05043c0eaab813ea4d6ebbee5844dae2,20150813,-1
05043c0eaab813ea4d6ebbee5844dae2,20150814,-2
05043c0eaab813ea4d6ebbee5844dae2,20150815,-3
05043c0eaab813ea4d6ebbee5844dae2,20150816,-3
05043c0eaab813ea4d6ebbee5844dae2,20150817,-4
05043c0eaab813ea4d6ebbee5844dae2,20150818,-5
05043c0eaab813ea4d6ebbee5844dae2,20150819,-6
05043c0eaab813ea4d6ebbee5844dae2,20150820,-7
05043c0eaab813ea4d6ebbee5844dae2,20150821,-8
05043c0eaab813ea4d6ebbee5844dae2,20150822,-9
05043c0eaab813ea4d6ebbee5844dae2,20150823,-9
05043c0eaab813ea4d6ebbee5844dae2,20150824,-10
05043c0eaab813ea4d6ebbee5844dae2,20150825,-11
05043c0eaab813ea4d6ebbee5844dae2,20150826,-12
05043c0eaab813ea4d6ebbee5844dae2,20150827,-13
05043c0eaab813ea4d6ebbee5844dae2,20150828,-13
05043c0eaab813ea4d6ebbee5844dae2,20150829,-14
05043c0eaab813ea4d6ebbee5844dae2,20150830,-15
060214040ef4ef128267adb0f716fb67,20150701,10051
060214040ef4ef128267adb0f716fb67,20150702,9785
060214040ef4ef128267adb0f716fb67,20150703,9564
060214040ef4ef128267adb0f716fb67,20150704,9376
060214040ef4ef128267adb0f716fb67,20150705,9214
060214040ef4ef128267adb0f716fb67,20150706,9071
060214040ef4ef128267adb0f716fb67,20150707,8944
060214040ef4ef128267adb0f716fb67,20150708,8830
060214040ef4ef128267adb0f716fb67,20150709,8727
060214040ef4ef128267adb0f716fb67,20150710,8632
060214040ef4ef128267adb0f716fb67,20150711,8546
060214040ef4ef128267adb0f716fb67,20150712,8466
060214040ef4ef128267adb0f716fb67,20150713,8391
060214040ef4ef128267adb0f716fb67,20150714,8322
060214040ef4ef128267adb0f716fb67,20150715,8257
060214040ef4ef128267adb0f716fb67,20150716,8197
060214040ef4ef128267adb0f716fb67,20150717,8139
060214040ef4ef128267adb0f716fb67,20150718,8085
060214040ef4ef128267adb0f716fb67,20150719,8034
060214040ef4ef128267adb0f716fb67,20150720,7986
060214040ef4ef128267adb0f716fb67,20150721,7939
060214040ef4ef128267adb0f716fb67,20150722,7895
060214040ef4ef128267adb0f716fb67,20150723,7853
060214040ef4ef128267adb0f716fb67,20150724,7813
060214040ef4ef128267adb0f716fb67,20150725,7775
060214040ef4ef128267adb0f716fb67,20150726,7738
060214040ef4ef128267adb0f716fb67,20150727,7702
060214040ef4ef128267adb0f716fb67,20150728,7668
060214040ef4ef128267adb0f716fb67,20150729,7635
060214040ef4ef128267adb0f716fb67,20150730,7604
060214040ef4ef128267adb0f716fb67,20150731,7573
060214040ef4ef128267adb0f716fb67,20150801,7544
060214040ef4ef128267adb0f716fb67,20150802,7515
060214040ef4ef128267adb0f716fb67,20150803,7488
060214040ef4ef128267adb0f716fb67,20150804,7461
060214040ef4ef128267adb0f716fb67,20150805,7435
060214040ef4ef128267adb0f716fb67,20150806,7410
060214040ef4ef128267adb0f716fb67,20150807,7385
060214040ef4ef128267adb0f716fb67,20150808,7362
060214040ef4ef128267adb0f716fb67,20150809,7338
060214040ef4ef128267adb0f716fb67,20150810,7316
060214040ef4ef128267adb0f716fb67,20150811,7294
060214040ef4ef128267adb0f716fb67,20150812,7273
060214040ef4ef128267adb0f716fb67,20150813,7252
060214040ef4ef128267adb0f716fb67,20150814,7232
060214040ef4ef128267adb0f716fb67,20150815,7212
060214040ef4ef128267adb0f716fb67,20150816,7193
060214040ef4ef128267adb0f716fb67,20150817,7174
060214040ef4ef128267adb0f716fb67,20150818,7156
060214040ef4ef128267adb0f716fb67,20150819,7138
060214040ef4ef128267adb0f716fb67,20150820,7120
060214040ef4ef128267adb0f716fb67,20150821,7103
060214040ef4ef128267adb0f716fb67,20150822,7086
060214040ef4ef128267adb0f716fb67,20150823,7070
060214040ef4ef128267adb0f716fb67,20150824,7054
060214040ef4ef128267adb0f716fb67,20150825,7038
060214040ef4ef128267adb0f716fb67,20150826,7022
060214040ef4ef128267adb0f716fb67,20150827,7007
060214040ef4ef128267adb0f716fb67,20150828,6992
060214040ef4ef128267adb0f716fb67,20150829,6978
060214040ef4ef128267adb0f716fb67,20150830,6963
0c5492d0dd8873518c44eaa6947f53ef,20150701,132
0c5492d0dd8873518c44eaa6947f53ef,20150702,128
0c5492d0dd8873518c44eaa6947f53ef,20150703,125
0c5492d0dd8873518c44eaa6947f53ef,20150704,122
0c5492d0dd8873518c44eaa6947f53ef,20150705,119
0c5492d0dd8873518c44eaa6947f53ef,20150706,116
0c5492d0dd8873518c44eaa6947f53ef,20150707,113
0c5492d0dd8873518c44eaa6947f53ef,20150708,111
0c5492d0dd8873518c44eaa6947f53ef,20150709,108
0c5492d0dd8873518c44eaa6947f53ef,20150710,106
0c5492d0dd8873518c44eaa6947f53ef,20150711,104
0c5492d0dd8873518c44eaa6947f53ef,20150712,101
0c5492d0dd8873518c44eaa6947f53ef,20150713,99
0c5492d0dd8873518c44eaa6947f53ef,20150714,97
0c5492d0dd8873518c44eaa6947f53ef,20150715,95
0c5492d0dd8873518c44eaa6947f53ef,20150716,93
0c5492d0dd8873518c44eaa6947f53ef,20150717,91
0c5492d0dd8873518c44eaa6947f53ef,20150718,89
0c5492d0dd8873518c44eaa6947f53ef,20150719,87
0c5492d0dd8873518c44eaa6947f53ef,20150720,85
0c5492d0dd8873518c44eaa6947f53ef,20150721,84
0c5492d0dd8873518c44eaa6947f53ef,20150722,82
0c5492d0dd8873518c44eaa6947f53ef,20150723,80
0c5492d0dd8873518c44eaa6947f53ef,20150724,79
0c5492d0dd8873518c44eaa6947f53ef,20150725,77
0c5492d0dd8873518c44eaa6947f53ef,20150726,76
0c5492d0dd8873518c44eaa6947f53ef,20150727,74
0c5492d0dd8873518c44eaa6947f53ef,20150728,73
0c5492d0dd8873518c44eaa6947f53ef,20150729,71
0c5492d0dd8873518c44eaa6947f53ef,20150730,70
0c5492d0dd8873518c44eaa6947f53ef,20150731,69
0c5492d0dd8873518c44eaa6947f53ef,20150801,67
0c5492d0dd8873518c44eaa6947f53ef,20150802,66
0c5492d0dd8873518c44eaa6947f53ef,20150803,65
0c5492d0dd8873518c44eaa6947f53ef,20150804,64
0c5492d0dd8873518c44eaa6947f53ef,20150805,62
0c5492d0dd8873518c44eaa6947f53ef,20150806,61
0c5492d0dd8873518c44eaa6947f53ef,20150807,60
0c5492d0dd8873518c44eaa6947f53ef,20150808,59
0c5492d0dd8873518c44eaa6947f53ef,20150809,58
0c5492d0dd8873518c44eaa6947f53ef,20150810,57
0c5492d0dd8873518c44eaa6947f53ef,20150811,56
0c5492d0dd8873518c44eaa6947f53ef,20150812,55
0c5492d0dd8873518c44eaa6947f53ef,20150813,53
0c5492d0dd8873518c44eaa6947f53ef,20150814,52
0c5492d0dd8873518c44eaa6947f53ef,20150815,51
0c5492d0dd8873518c44eaa6947f53ef,20150816,50
0c5492d0dd8873518c44eaa6947f53ef,20150817,50
0c5492d0dd8873518c44eaa6947f53ef,20150818,49
0c5492d0dd8873518c44eaa6947f53ef,20150819,48
0c5492d0dd8873518c44eaa6947f53ef,20150820,47
0c5492d0dd8873518c44eaa6947f53ef,20150821,46
0c5492d0dd8873518c44eaa6947f53ef,20150822,45
0c5492d0dd8873518c44eaa6947f53ef,20150823,44
0c5492d0dd8873518c44eaa6947f53ef,20150824,43
0c5492d0dd8873518c44eaa6947f53ef,20150825,42
0c5492d0dd8873518c44eaa6947f53ef,20150826,41
0c5492d0dd8873518c44eaa6947f53ef,20150827,41
0c5492d0dd8873518c44eaa6947f53ef,20150828,40
0c5492d0dd8873518c44eaa6947f53ef,20150829,39
0c5492d0dd8873518c44eaa6947f53ef,20150830,38
0cacd1e0e44cb80589d056b6dd059110,20150701,1115
0cacd1e0e44cb80589d056b6dd059110,20150702,1106
0cacd1e0e44cb80589d056b6dd059110,20150703,1096
0cacd1e0e44cb80589d056b6dd059110,20150704,1087
0cacd1e0e44cb80589d056b6dd059110,20150705,1078
0cacd1e0e44cb80589d056b6dd059110,20150706,1069
0cacd1e0e44cb80589d056b6dd059110,20150707,1061
0cacd1e0e44cb80589d056b6dd059110,20150708,1052
0cacd1e0e44cb80589d056b6dd059110,20150709,1044
0cacd1e0e44cb80589d056b6dd059110,20150710,1036
0cacd1e0e44cb80589d056b6dd059110,20150711,1028
0cacd1e0e44cb80589d056b6dd059110,20150712,1020
0cacd1e0e44cb80589d056b6dd059110,20150713,1012
0cacd1e0e44cb80589d056b6dd059110,20150714,1004
0cacd1e0e44cb80589d056b6dd059110,20150715,997
0cacd1e0e44cb80589d056b6dd059110,20150716,990
0cacd1e0e44cb80589d056b6dd059110,20150717,983
0cacd1e0e44cb80589d056b6dd059110,20150718,976
0cacd1e0e44cb80589d056b6dd059110,20150719,969
0cacd1e0e44cb80589d056b6dd059110,20150720,962
0cacd1e0e44cb80589d056b6dd059110,20150721,955
0cacd1e0e44cb80589d056b6dd059110,20150722,949
0cacd1e0e44cb80589d056b6dd059110,20150723,942
0cacd1e0e44cb80589d056b6dd059110,20150724,936
0cacd1e0e44cb80589d056b6dd059110,20150725,930
0cacd1e0e44cb80589d056b6dd059110,20150726,923
0cacd1e0e44cb80589d056b6dd059110,20150727,917
0cacd1e0e44cb80589d056b6dd059110,20150728,911
0cacd1e0e44cb80589d056b6dd059110,20150729,905
0cacd1e0e44cb80589d056b6dd059110,20150730,900
0cacd1e0e44cb80589d056b6dd059110,20150731,894
0cacd1e0e44cb80589d056b6dd059110,20150801,888
0cacd1e0e44cb80589d056b6dd059110,20150802,883
0cacd1e0e44cb80589d056b6dd059110,20150803,877
0cacd1e0e44cb80589d056b6dd059110,20150804,872
0cacd1e0e44cb80589d056b6dd059110,20150805,867
0cacd1e0e44cb80589d056b6dd059110,20150806,861
0cacd1e0e44cb80589d056b6dd059110,20150807,856
0cacd1e0e44cb80589d056b6dd059110,20150808,851
0cacd1e0e44cb80589d056b6dd059110,20150809,846
0cacd1e0e44cb80589d056b6dd059110,20150810,841
0cacd1e0e44cb80589d056b6dd059110,20150811,836
0cacd1e0e44cb80589d056b6dd059110,20150812,831
0cacd1e0e44cb80589d056b6dd059110,20150813,826
0cacd1e0e44cb80589d056b6dd059110,20150814,822
0cacd1e0e44cb80589d056b6dd059110,20150815,817
0cacd1e0e44cb80589d056b6dd059110,20150816,812
0cacd1e0e44cb80589d056b6dd059110,20150817,808
0cacd1e0e44cb80589d056b6dd059110,20150818,803
0cacd1e0e44cb80589d056b6dd059110,20150819,799
0cacd1e0e44cb80589d056b6dd059110,20150820,794
0cacd1e0e44cb80589d056b6dd059110,20150821,790
0cacd1e0e44cb80589d056b6dd059110,20150822,786
0cacd1e0e44cb80589d056b6dd059110,20150823,782
0cacd1e0e44cb80589d056b6dd059110,20150824,777
0cacd1e0e44cb80589d056b6dd059110,20150825,773
0cacd1e0e44cb80589d056b6dd059110,20150826,769
0cacd1e0e44cb80589d056b6dd059110,20150827,765
0cacd1e0e44cb80589d056b6dd059110,20150828,761
0cacd1e0e44cb80589d056b6dd059110,20150829,757
0cacd1e0e44cb80589d056b6dd059110,20150830,753
0ee6f9d13f27455adb0f017d2aff58da,20150701,3648
0ee6f9d13f27455adb0f017d2aff58da,20150702,3559
0ee6f9d13f27455adb0f017d2aff58da,20150703,3477
0ee6f9d13f27455adb0f017d2aff58da,20150704,3401
0ee6f9d13f27455adb0f017d2aff58da,20150705,3330
0ee6f9d13f27455adb0f017d2aff58da,20150706,3264
0ee6f9d13f27455adb0f017d2aff58da,20150707,3202
0ee6f9d13f27455adb0f017d2aff58da,20150708,3143
0ee6f9d13f27455adb0f017d2aff58da,20150709,3088
0ee6f9d13f27455adb0f017d2aff58da,20150710,3035
0ee6f9d13f27455adb0f017d2aff58da,20150711,2985
0ee6f9d13f27455adb0f017d2aff58da,20150712,2938
0ee6f9d13f27455adb0f017d2aff58da,20150713,2893
0ee6f9d13f27455adb0f017d2aff58da,20150714,2850
0ee6f9d13f27455adb0f017d2aff58da,20150715,2809
0ee6f9d13f27455adb0f017d2aff58da,20150716,2769
0ee6f9d13f27455adb0f017d2aff58da,20150717,2732
0ee6f9d13f27455adb0f017d2aff58da,20150718,2695
0ee6f9d13f27455adb0f017d2aff58da,20150719,2660
0ee6f9d13f27455adb0f017d2aff58da,20150720,2627
0ee6f9d13f27455adb0f017d2aff58da,20150721,2594
0ee6f9d13f27455adb0f017d2aff58da,20150722,2563
0ee6f9d13f27455adb0f017d2aff58da,20150723,2533
0ee6f9d13f27455adb0f017d2aff58da,20150724,2503
0ee6f9d13f27455adb0f017d2aff58da,20150725,2475
0ee6f9d13f27455adb0f017d2aff58da,20150726,2448
0ee6f9d13f27455adb0f017d2aff58da,20150727,2421
0ee6f9d13f27455adb0f017d2aff58da,20150728,2395
0ee6f9d13f27455adb0f017d2aff58da,20150729,2370
0ee6f9d13f27455adb0f017d2aff58da,20150730,2346
0ee6f9d13f27455adb0f017d2aff58da,20150731,2322
0ee6f9d13f27455adb0f017d2aff58da,20150801,2299
0ee6f9d13f27455adb0f017d2aff58da,20150802,2277
0ee6f9d13f27455adb0f017d2aff58da,20150803,2255
0ee6f9d13f27455adb0f017d2aff58da,20150804,2234
0ee6f9d13f27455adb0f017d2aff58da,20150805,2213
0ee6f9d13f27455adb0f017d2aff58da,20150806,2193
0ee6f9d13f27455adb0f017d2aff58da,20150807,2173
0ee6f9d13f27455adb0f017d2aff58da,20150808,2154
0ee6f9d13f27455adb0f017d2aff58da,20150809,2135
0ee6f9d13f27455adb0f017d2aff58da,20150810,2117
0ee6f9d13f27455adb0f017d2aff58da,20150811,2099
0ee6f9d13f27455adb0f017d2aff58da,20150812,2081
0ee6f9d13f27455adb0f017d2aff58da,20150813,2064
0ee6f9d13f27455adb0f017d2aff58da,20150814,2047
0ee6f9d13f27455adb0f017d2aff58da,20150815,2030
0ee6f9d13f27455adb0f017d2aff58da,20150816,2014
0ee6f9d13f27455adb0f017d2aff58da,20150817,1998
0ee6f9d13f27455adb0f017d2aff58da,20150818,1983
0ee6f9d13f27455adb0f017d2aff58da,20150819,1968
0ee6f9d13f27455adb0f017d2aff58da,20150820,1953
0ee6f9d13f27455adb0f017d2aff58da,20150821,1938
0ee6f9d13f27455adb0f017d2aff58da,20150822,1924
0ee6f9d13f27455adb0f017d2aff58da,20150823,1909
0ee6f9d13f27455adb0f017d2aff58da,20150824,1895
0ee6f9d13f27455adb0f017d2aff58da,20150825,1882
0ee6f9d13f27455adb0f017d2aff58da,20150826,1868
0ee6f9d13f27455adb0f017d2aff58da,20150827,1855
0ee6f9d13f27455adb0f017d2aff58da,20150828,1842
0ee6f9d13f27455adb0f017d2aff58da,20150829,1830
0ee6f9d13f27455adb0f017d2aff58da,20150830,1817
0f508344965c16824decb82e6cbae471,20150701,847
0f508344965c16824decb82e6cbae471,20150702,794
0f508344965c16824decb82e6cbae471,20150703,747
0f508344965c16824decb82e6cbae471,20150704,707
0f508344965c16824decb82e6cbae471,20150705,671
0f508344965c16824decb82e6cbae471,20150706,638
0f508344965c16824decb82e6cbae471,20150707,609
0f508344965c16824decb82e6cbae471,20150708,582
0f508344965c16824decb82e6cbae471,20150709,557
0f508344965c16824decb82e6cbae471,20150710,534
0f508344965c16824decb82e6cbae471,20150711,513
0f508344965c16824decb82e6cbae471,20150712,493
0f508344965c16824decb82e6cbae471,20150713,475
0f508344965c16824decb82e6cbae471,20150714,458
