artist_id,gmt_date,artist_moving
031460402eed3e9154f8672935602e32,20150414,7333
031460402eed3e9154f8672935602e32,20150415,8083
031460402eed3e9154f8672935602e32,20150416,7762
031460402eed3e9154f8672935602e32,20150417,7429
031460402eed3e9154f8672935602e32,20150418,7666
031460402eed3e9154f8672935602e32,20150419,8313
031460402eed3e9154f8672935602e32,20150420,8124
031460402eed3e9154f8672935602e32,20150421,7454
031460402eed3e9154f8672935602e32,20150422,7747
031460402eed3e9154f8672935602e32,20150423,7687
031460402eed3e9154f8672935602e32,20150424,7879
031460402eed3e9154f8672935602e32,20150425,7748
031460402eed3e9154f8672935602e32,20150426,8878
031460402eed3e9154f8672935602e32,20150427,7801
031460402eed3e9154f8672935602e32,20150428,7460
031460402eed3e9154f8672935602e32,20150429,8080
031460402eed3e9154f8672935602e32,20150430,7483
031460402eed3e9154f8672935602e32,20150501,7705
031460402eed3e9154f8672935602e32,20150502,8320
031460402eed3e9154f8672935602e32,20150503,8729
031460402eed3e9154f8672935602e32,20150504,8671
031460402eed3e9154f8672935602e32,20150505,8095
031460402eed3e9154f8672935602e32,20150506,8259
031460402eed3e9154f8672935602e32,20150507,8825
031460402eed3e9154f8672935602e32,20150508,8278
031460402eed3e9154f8672935602e32,20150509,8276
031460402eed3e9154f8672935602e32,20150510,8730
031460402eed3e9154f8672935602e32,20150511,8268
031460402eed3e9154f8672935602e32,20150512,8299
031460402eed3e9154f8672935602e32,20150513,8789
031460402eed3e9154f8672935602e32,20150514,8497
031460402eed3e9154f8672935602e32,20150515,8494
031460402eed3e9154f8672935602e32,20150516,8120
031460402eed3e9154f8672935602e32,20150517,9048
031460402eed3e9154f8672935602e32,20150518,10168
031460402eed3e9154f8672935602e32,20150519,14451
031460402eed3e9154f8672935602e32,20150520,13413
031460402eed3e9154f8672935602e32,20150521,12137
031460402eed3e9154f8672935602e32,20150522,10534
031460402eed3e9154f8672935602e32,20150523,9564
031460402eed3e9154f8672935602e32,20150524,9777
031460402eed3e9154f8672935602e32,20150525,10667
031460402eed3e9154f8672935602e32,20150526,10413
031460402eed3e9154f8672935602e32,20150527,9599
031460402eed3e9154f8672935602e32,20150528,9369
031460402eed3e9154f8672935602e32,20150529,9279
031460402eed3e9154f8672935602e32,20150530,8868
031460402eed3e9154f8672935602e32,20150531,9598
031460402eed3e9154f8672935602e32,20150601,9511
031460402eed3e9154f8672935602e32,20150602,8940
031460402eed3e9154f8672935602e32,20150603,9036
031460402eed3e9154f8672935602e32,20150604,9398
031460402eed3e9154f8672935602e32,20150605,9165
031460402eed3e9154f8672935602e32,20150606,9095
031460402eed3e9154f8672935602e32,20150607,9524
031460402eed3e9154f8672935602e32,20150608,9016
031460402eed3e9154f8672935602e32,20150609,9248
031460402eed3e9154f8672935602e32,20150610,9311
031460402eed3e9154f8672935602e32,20150611,8979
031460402eed3e9154f8672935602e32,20150612,8716
031460402eed3e9154f8672935602e32,20150613,8332
031460402eed3e9154f8672935602e32,20150614,9239
031460402eed3e9154f8672935602e32,20150615,8942
031460402eed3e9154f8672935602e32,20150616,8265
031460402eed3e9154f8672935602e32,20150617,8382
031460402eed3e9154f8672935602e32,20150618,8613
031460402eed3e9154f8672935602e32,20150619,8218
031460402eed3e9154f8672935602e32,20150620,7357
031460402eed3e9154f8672935602e32,20150621,7483
031460402eed3e9154f8672935602e32,20150622,8463
031460402eed3e9154f8672935602e32,20150623,7651
031460402eed3e9154f8672935602e32,20150624,8412
031460402eed3e9154f8672935602e32,20150625,8338
031460402eed3e9154f8672935602e32,20150626,8659
031460402eed3e9154f8672935602e32,20150627,11095
031460402eed3e9154f8672935602e32,20150628,16460
031460402eed3e9154f8672935602e32,20150629,15198
031460402eed3e9154f8672935602e32,20150630,13779
031460402eed3e9154f8672935602e32,20150701,12208
031460402eed3e9154f8672935602e32,20150702,10196
031460402eed3e9154f8672935602e32,20150703,8744
031460402eed3e9154f8672935602e32,20150704,9248
031460402eed3e9154f8672935602e32,20150705,9555
031460402eed3e9154f8672935602e32,20150706,9733
031460402eed3e9154f8672935602e32,20150707,9110
031460402eed3e9154f8672935602e32,20150708,10008
031460402eed3e9154f8672935602e32,20150709,9082
031460402eed3e9154f8672935602e32,20150710,9346
031460402eed3e9154f8672935602e32,20150711,9059
031460402eed3e9154f8672935602e32,20150712,10029
031460402eed3e9154f8672935602e32,20150713,10420
031460402eed3e9154f8672935602e32,20150714,9820
031460402eed3e9154f8672935602e32,20150715,10200
031460402eed3e9154f8672935602e32,20150716,11446
031460402eed3e9154f8672935602e32,20150717,9878
031460402eed3e9154f8672935602e32,20150718,8988
031460402eed3e9154f8672935602e32,20150719,9461
031460402eed3e9154f8672935602e32,20150720,9161
031460402eed3e9154f8672935602e32,20150721,8734
031460402eed3e9154f8672935602e32,20150722,9385
031460402eed3e9154f8672935602e32,20150723,9365
031460402eed3e9154f8672935602e32,20150724,8697
031460402eed3e9154f8672935602e32,20150725,8149
031460402eed3e9154f8672935602e32,20150726,8661
031460402eed3e9154f8672935602e32,20150727,9305
031460402eed3e9154f8672935602e32,20150728,9835
031460402eed3e9154f8672935602e32,20150729,10128
031460402eed3e9154f8672935602e32,20150730,10039
031460402eed3e9154f8672935602e32,20150731,9265
031460402eed3e9154f8672935602e32,20150801,8589
031460402eed3e9154f8672935602e32,20150802,8694
031460402eed3e9154f8672935602e32,20150803,11630
031460402eed3e9154f8672935602e32,20150804,11573
031460402eed3e9154f8672935602e32,20150805,9732
031460402eed3e9154f8672935602e32,20150806,9436
031460402eed3e9154f8672935602e32,20150807,9374
031460402eed3e9154f8672935602e32,20150808,8358
031460402eed3e9154f8672935602e32,20150809,8876
031460402eed3e9154f8672935602e32,20150810,9095
031460402eed3e9154f8672935602e32,20150811,9073
031460402eed3e9154f8672935602e32,20150812,9328
031460402eed3e9154f8672935602e32,20150813,8280
031460402eed3e9154f8672935602e32,20150814,8491
031460402eed3e9154f8672935602e32,20150815,7988
031460402eed3e9154f8672935602e32,20150816,8670
031460402eed3e9154f8672935602e32,20150817,9594
031460402eed3e9154f8672935602e32,20150818,9432
031460402eed3e9154f8672935602e32,20150819,9956
031460402eed3e9154f8672935602e32,20150820,9130
031460402eed3e9154f8672935602e32,20150821,9007
031460402eed3e9154f8672935602e32,20150822,8268
031460402eed3e9154f8672935602e32,20150823,9256
031460402eed3e9154f8672935602e32,20150824,9489
031460402eed3e9154f8672935602e32,20150825,8953
031460402eed3e9154f8672935602e32,20150826,9867
031460402eed3e9154f8672935602e32,20150827,9330
031460402eed3e9154f8672935602e32,20150828,9144
031460402eed3e9154f8672935602e32,20150829,8947
031460402eed3e9154f8672935602e32,20150830,8992
05f476c6f043a73f83f3e4dd3003246a,20150301,2615
05f476c6f043a73f83f3e4dd3003246a,20150302,2623
05f476c6f043a73f83f3e4dd3003246a,20150303,2885
05f476c6f043a73f83f3e4dd3003246a,20150304,3182
05f476c6f043a73f83f3e4dd3003246a,20150305,2818
05f476c6f043a73f83f3e4dd3003246a,20150306,2870
05f476c6f043a73f83f3e4dd3003246a,20150307,3110
05f476c6f043a73f83f3e4dd3003246a,20150308,2807
05f476c6f043a73f83f3e4dd3003246a,20150309,3157
05f476c6f043a73f83f3e4dd3003246a,20150310,3117
05f476c6f043a73f83f3e4dd3003246a,20150311,3294
05f476c6f043a73f83f3e4dd3003246a,20150312,3030
05f476c6f043a73f83f3e4dd3003246a,20150313,3275
05f476c6f043a73f83f3e4dd3003246a,20150314,3309
05f476c6f043a73f83f3e4dd3003246a,20150315,3471
05f476c6f043a73f83f3e4dd3003246a,20150316,3113
05f476c6f043a73f83f3e4dd3003246a,20150317,3528
05f476c6f043a73f83f3e4dd3003246a,20150318,3765
05f476c6f043a73f83f3e4dd3003246a,20150319,4186
05f476c6f043a73f83f3e4dd3003246a,20150320,3694
05f476c6f043a73f83f3e4dd3003246a,20150321,3586
05f476c6f043a73f83f3e4dd3003246a,20150322,3949
05f476c6f043a73f83f3e4dd3003246a,20150323,4063
05f476c6f043a73f83f3e4dd3003246a,20150324,4033
05f476c6f043a73f83f3e4dd3003246a,20150325,3954
05f476c6f043a73f83f3e4dd3003246a,20150326,3846
05f476c6f043a73f83f3e4dd3003246a,20150327,3971
05f476c6f043a73f83f3e4dd3003246a,20150328,4064
05f476c6f043a73f83f3e4dd3003246a,20150329,4350
05f476c6f043a73f83f3e4dd3003246a,20150330,4355
05f476c6f043a73f83f3e4dd3003246a,20150331,4616
05f476c6f043a73f83f3e4dd3003246a,20150401,4742
05f476c6f043a73f83f3e4dd3003246a,20150402,5059
05f476c6f043a73f83f3e4dd3003246a,20150403,4431
05f476c6f043a73f83f3e4dd3003246a,20150404,4114
05f476c6f043a73f83f3e4dd3003246a,20150405,4189
05f476c6f043a73f83f3e4dd3003246a,20150406,4729
05f476c6f043a73f83f3e4dd3003246a,20150407,4615
05f476c6f043a73f83f3e4dd3003246a,20150408,5011
05f476c6f043a73f83f3e4dd3003246a,20150409,4993
05f476c6f043a73f83f3e4dd3003246a,20150410,4864
05f476c6f043a73f83f3e4dd3003246a,20150411,4546
05f476c6f043a73f83f3e4dd3003246a,20150412,4529
05f476c6f043a73f83f3e4dd3003246a,20150413,4841
05f476c6f043a73f83f3e4dd3003246a,20150414,4607
05f476c6f043a73f83f3e4dd3003246a,20150415,5010
05f476c6f043a73f83f3e4dd3003246a,20150416,4805
05f476c6f043a73f83f3e4dd3003246a,20150417,5134
05f476c6f043a73f83f3e4dd3003246a,20150418,5373
05f476c6f043a73f83f3e4dd3003246a,20150419,5950
05f476c6f043a73f83f3e4dd3003246a,20150420,5535
05f476c6f043a73f83f3e4dd3003246a,20150421,5835
05f476c6f043a73f83f3e4dd3003246a,20150422,5582
05f476c6f043a73f83f3e4dd3003246a,20150423,5491
05f476c6f043a73f83f3e4dd3003246a,20150424,5012
05f476c6f043a73f83f3e4dd3003246a,20150425,5236
05f476c6f043a73f83f3e4dd3003246a,20150426,5500
05f476c6f043a73f83f3e4dd3003246a,20150427,5524
05f476c6f043a73f83f3e4dd3003246a,20150428,5576
05f476c6f043a73f83f3e4dd3003246a,20150429,5428
05f476c6f043a73f83f3e4dd3003246a,20150430,5369
05f476c6f043a73f83f3e4dd3003246a,20150501,4965
05f476c6f043a73f83f3e4dd3003246a,20150502,4777
05f476c6f043a73f83f3e4dd3003246a,20150503,5717
05f476c6f043a73f83f3e4dd3003246a,20150504,5166
05f476c6f043a73f83f3e4dd3003246a,20150505,5392
05f476c6f043a73f83f3e4dd3003246a,20150506,5987
05f476c6f043a73f83f3e4dd3003246a,20150507,7067
05f476c6f043a73f83f3e4dd3003246a,20150508,6437
05f476c6f043a73f83f3e4dd3003246a,20150509,5856
05f476c6f043a73f83f3e4dd3003246a,20150510,5218
05f476c6f043a73f83f3e4dd3003246a,20150511,5394
05f476c6f043a73f83f3e4dd3003246a,20150512,5839
05f476c6f043a73f83f3e4dd3003246a,20150513,5817
05f476c6f043a73f83f3e4dd3003246a,20150514,5665
05f476c6f043a73f83f3e4dd3003246a,20150515,4954
05f476c6f043a73f83f3e4dd3003246a,20150516,5745
05f476c6f043a73f83f3e4dd3003246a,20150517,5562
05f476c6f043a73f83f3e4dd3003246a,20150518,5442
05f476c6f043a73f83f3e4dd3003246a,20150519,5895
05f476c6f043a73f83f3e4dd3003246a,20150520,6151
05f476c6f043a73f83f3e4dd3003246a,20150521,5731
05f476c6f043a73f83f3e4dd3003246a,20150522,6115
05f476c6f043a73f83f3e4dd3003246a,20150523,5701
05f476c6f043a73f83f3e4dd3003246a,20150524,5686
05f476c6f043a73f83f3e4dd3003246a,20150525,5619
05f476c6f043a73f83f3e4dd3003246a,20150526,6120
05f476c6f043a73f83f3e4dd3003246a,20150527,6067
05f476c6f043a73f83f3e4dd3003246a,20150528,6542
05f476c6f043a73f83f3e4dd3003246a,20150529,6099
05f476c6f043a73f83f3e4dd3003246a,20150530,5953
05f476c6f043a73f83f3e4dd3003246a,20150531,6283
05f476c6f043a73f83f3e4dd3003246a,20150601,5845
05f476c6f043a73f83f3e4dd3003246a,20150602,6383
05f476c6f043a73f83f3e4dd3003246a,20150603,6568
05f476c6f043a73f83f3e4dd3003246a,20150604,6337
05f476c6f043a73f83f3e4dd3003246a,20150605,6608
05f476c6f043a73f83f3e4dd3003246a,20150606,6261
05f476c6f043a73f83f3e4dd3003246a,20150607,6102
05f476c6f043a73f83f3e4dd3003246a,20150608,6146
05f476c6f043a73f83f3e4dd3003246a,20150609,6372
05f476c6f043a73f83f3e4dd3003246a,20150610,6136
05f476c6f043a73f83f3e4dd3003246a,20150611,5819
05f476c6f043a73f83f3e4dd3003246a,20150612,5652
05f476c6f043a73f83f3e4dd3003246a,20150613,5790
05f476c6f043a73f83f3e4dd3003246a,20150614,5700
05f476c6f043a73f83f3e4dd3003246a,20150615,5965
05f476c6f043a73f83f3e4dd3003246a,20150616,6045
05f476c6f043a73f83f3e4dd3003246a,20150617,5689
05f476c6f043a73f83f3e4dd3003246a,20150618,5594
05f476c6f043a73f83f3e4dd3003246a,20150619,5925
05f476c6f043a73f83f3e4dd3003246a,20150620,5000
05f476c6f043a73f83f3e4dd3003246a,20150621,5014
05f476c6f043a73f83f3e4dd3003246a,20150622,6001
05f476c6f043a73f83f3e4dd3003246a,20150623,6026
05f476c6f043a73f83f3e4dd3003246a,20150624,5909
05f476c6f043a73f83f3e4dd3003246a,20150625,6147
05f476c6f043a73f83f3e4dd3003246a,20150626,6294
05f476c6f043a73f83f3e4dd3003246a,20150627,6400
05f476c6f043a73f83f3e4dd3003246a,20150628,6719
05f476c6f043a73f83f3e4dd3003246a,20150629,6631
05f476c6f043a73f83f3e4dd3003246a,20150630,6206
05f476c6f043a73f83f3e4dd3003246a,20150701,6760
05f476c6f043a73f83f3e4dd3003246a,20150702,6736
05f476c6f043a73f83f3e4dd3003246a,20150703,6708
05f476c6f043a73f83f3e4dd3003246a,20150704,6498
05f476c6f043a73f83f3e4dd3003246a,20150705,6326
05f476c6f043a73f83f3e4dd3003246a,20150706,6492
05f476c6f043a73f83f3e4dd3003246a,20150707,6776
05f476c6f043a73f83f3e4dd3003246a,20150708,6821
05f476c6f043a73f83f3e4dd3003246a,20150709,6902
05f476c6f043a73f83f3e4dd3003246a,20150710,6823
05f476c6f043a73f83f3e4dd3003246a,20150711,6415
05f476c6f043a73f83f3e4dd3003246a,20150712,6623
05f476c6f043a73f83f3e4dd3003246a,20150713,6719
05f476c6f043a73f83f3e4dd3003246a,20150714,7013
05f476c6f043a73f83f3e4dd3003246a,20150715,6769
05f476c6f043a73f83f3e4dd3003246a,20150716,7097
05f476c6f043a73f83f3e4dd3003246a,20150717,6350
05f476c6f043a73f83f3e4dd3003246a,20150718,4483
05f476c6f043a73f83f3e4dd3003246a,20150719,4039
05f476c6f043a73f83f3e4dd3003246a,20150720,3992
05f476c6f043a73f83f3e4dd3003246a,20150721,4191
05f476c6f043a73f83f3e4dd3003246a,20150722,4037
05f476c6f043a73f83f3e4dd3003246a,20150723,3937
05f476c6f043a73f83f3e4dd3003246a,20150724,3691
05f476c6f043a73f83f3e4dd3003246a,20150725,3610
05f476c6f043a73f83f3e4dd3003246a,20150726,3561
05f476c6f043a73f83f3e4dd3003246a,20150727,3383
05f476c6f043a73f83f3e4dd3003246a,20150728,3277
05f476c6f043a73f83f3e4dd3003246a,20150729,3314
05f476c6f043a73f83f3e4dd3003246a,20150730,3334
05f476c6f043a73f83f3e4dd3003246a,20150731,3328
05f476c6f043a73f83f3e4dd3003246a,20150801,3179
05f476c6f043a73f83f3e4dd3003246a,20150802,3306
05f476c6f043a73f83f3e4dd3003246a,20150803,3186
05f476c6f043a73f83f3e4dd3003246a,20150804,3330
05f476c6f043a73f83f3e4dd3003246a,20150805,3110
05f476c6f043a73f83f3e4dd3003246a,20150806,3611
05f476c6f043a73f83f3e4dd3003246a,20150807,3155
05f476c6f043a73f83f3e4dd3003246a,20150808,3214
05f476c6f043a73f83f3e4dd3003246a,20150809,2894
05f476c6f043a73f83f3e4dd3003246a,20150810,3021
05f476c6f043a73f83f3e4dd3003246a,20150811,3482
05f476c6f043a73f83f3e4dd3003246a,20150812,3196
05f476c6f043a73f83f3e4dd3003246a,20150813,3072
05f476c6f043a73f83f3e4dd3003246a,20150814,3260
05f476c6f043a73f83f3e4dd3003246a,20150815,3239
05f476c6f043a73f83f3e4dd3003246a,20150816,3412
05f476c6f043a73f83f3e4dd3003246a,20150817,3244
05f476c6f043a73f83f3e4dd3003246a,20150818,3381
05f476c6f043a73f83f3e4dd3003246a,20150819,3303
05f476c6f043a73f83f3e4dd3003246a,20150820,3388
05f476c6f043a73f83f3e4dd3003246a,20150821,3301
05f476c6f043a73f83f3e4dd3003246a,20150822,3285
05f476c6f043a73f83f3e4dd3003246a,20150823,3349
05f476c6f043a73f83f3e4dd3003246a,20150824,3395
05f476c6f043a73f83f3e4dd3003246a,20150825,3381
05f476c6f043a73f83f3e4dd3003246a,20150826,3190
05f476c6f043a73f83f3e4dd3003246a,20150827,3772
05f476c6f043a73f83f3e4dd3003246a,20150828,3713
05f476c6f043a73f83f3e4dd3003246a,20150829,3489
05f476c6f043a73f83f3e4dd3003246a,20150830,3457
0693f5e1c570d9678523c41e03aae3ab,20150301,303
0693f5e1c570d9678523c41e03aae3ab,20150302,301
0693f5e1c570d9678523c41e03aae3ab,20150303,364
0693f5e1c570d9678523c41e03aae3ab,20150304,276
0693f5e1c570d9678523c41e03aae3ab,20150305,284
0693f5e1c570d9678523c41e03aae3ab,20150306,381
0693f5e1c570d9678523c41e03aae3ab,20150307,304
0693f5e1c570d9678523c41e03aae3ab,20150308,266
0693f5e1c570d9678523c41e03aae3ab,20150309,303
0693f5e1c570d9678523c41e03aae3ab,20150310,370
0693f5e1c570d9678523c41e03aae3ab,20150311,319
0693f5e1c570d9678523c41e03aae3ab,20150312,324
0693f5e1c570d9678523c41e03aae3ab,20150313,426
0693f5e1c570d9678523c41e03aae3ab,20150314,335
0693f5e1c570d9678523c41e03aae3ab,20150315,404
0693f5e1c570d9678523c41e03aae3ab,20150316,363
0693f5e1c570d9678523c41e03aae3ab,20150317,341
0693f5e1c570d9678523c41e03aae3ab,20150318,300
0693f5e1c570d9678523c41e03aae3ab,20150319,365
0693f5e1c570d9678523c41e03aae3ab,20150320,441
0693f5e1c570d9678523c41e03aae3ab,20150321,496
0693f5e1c570d9678523c41e03aae3ab,20150322,379
0693f5e1c570d9678523c41e03aae3ab,20150323,628
0693f5e1c570d9678523c41e03aae3ab,20150324,545
0693f5e1c570d9678523c41e03aae3ab,20150325,626
0693f5e1c570d9678523c41e03aae3ab,20150326,506
0693f5e1c570d9678523c41e03aae3ab,20150327,402
0693f5e1c570d9678523c41e03aae3ab,20150328,431
0693f5e1c570d9678523c41e03aae3ab,20150329,452
0693f5e1c570d9678523c41e03aae3ab,20150330,513
0693f5e1c570d9678523c41e03aae3ab,20150331,671
0693f5e1c570d9678523c41e03aae3ab,20150401,516
0693f5e1c570d9678523c41e03aae3ab,20150402,441
0693f5e1c570d9678523c41e03aae3ab,20150403,506
0693f5e1c570d9678523c41e03aae3ab,20150404,474
0693f5e1c570d9678523c41e03aae3ab,20150405,403
0693f5e1c570d9678523c41e03aae3ab,20150406,551
0693f5e1c570d9678523c41e03aae3ab,20150407,519
0693f5e1c570d9678523c41e03aae3ab,20150408,523
0693f5e1c570d9678523c41e03aae3ab,20150409,616
0693f5e1c570d9678523c41e03aae3ab,20150410,562
0693f5e1c570d9678523c41e03aae3ab,20150411,462
0693f5e1c570d9678523c41e03aae3ab,20150412,437
0693f5e1c570d9678523c41e03aae3ab,20150413,501
0693f5e1c570d9678523c41e03aae3ab,20150414,579
0693f5e1c570d9678523c41e03aae3ab,20150415,451
0693f5e1c570d9678523c41e03aae3ab,20150416,476
0693f5e1c570d9678523c41e03aae3ab,20150417,574
0693f5e1c570d9678523c41e03aae3ab,20150418,406
0693f5e1c570d9678523c41e03aae3ab,20150419,392
0693f5e1c570d9678523c41e03aae3ab,20150420,577
0693f5e1c570d9678523c41e03aae3ab,20150421,465
0693f5e1c570d9678523c41e03aae3ab,20150422,646
0693f5e1c570d9678523c41e03aae3ab,20150423,570
0693f5e1c570d9678523c41e03aae3ab,20150424,597
0693f5e1c570d9678523c41e03aae3ab,20150425,547
0693f5e1c570d9678523c41e03aae3ab,20150426,506
0693f5e1c570d9678523c41e03aae3ab,20150427,617
0693f5e1c570d9678523c41e03aae3ab,20150428,624
0693f5e1c570d9678523c41e03aae3ab,20150429,622
0693f5e1c570d9678523c41e03aae3ab,20150430,689
0693f5e1c570d9678523c41e03aae3ab,20150501,442
0693f5e1c570d9678523c41e03aae3ab,20150502,447
0693f5e1c570d9678523c41e03aae3ab,20150503,502
0693f5e1c570d9678523c41e03aae3ab,20150504,520
0693f5e1c570d9678523c41e03aae3ab,20150505,597
0693f5e1c570d9678523c41e03aae3ab,20150506,526
0693f5e1c570d9678523c41e03aae3ab,20150507,446
0693f5e1c570d9678523c41e03aae3ab,20150508,426
0693f5e1c570d9678523c41e03aae3ab,20150509,469
0693f5e1c570d9678523c41e03aae3ab,20150510,412
0693f5e1c570d9678523c41e03aae3ab,20150511,375
0693f5e1c570d9678523c41e03aae3ab,20150512,476
0693f5e1c570d9678523c41e03aae3ab,20150513,509
0693f5e1c570d9678523c41e03aae3ab,20150514,559
0693f5e1c570d9678523c41e03aae3ab,20150515,530
0693f5e1c570d9678523c41e03aae3ab,20150516,491
0693f5e1c570d9678523c41e03aae3ab,20150517,514
0693f5e1c570d9678523c41e03aae3ab,20150518,416
0693f5e1c570d9678523c41e03aae3ab,20150519,490
0693f5e1c570d9678523c41e03aae3ab,20150520,632
0693f5e1c570d9678523c41e03aae3ab,20150521,558
0693f5e1c570d9678523c41e03aae3ab,20150522,622
0693f5e1c570d9678523c41e03aae3ab,20150523,462
0693f5e1c570d9678523c41e03aae3ab,20150524,507
0693f5e1c570d9678523c41e03aae3ab,20150525,678
0693f5e1c570d9678523c41e03aae3ab,20150526,645
0693f5e1c570d9678523c41e03aae3ab,20150527,578
0693f5e1c570d9678523c41e03aae3ab,20150528,601
0693f5e1c570d9678523c41e03aae3ab,20150529,536
0693f5e1c570d9678523c41e03aae3ab,20150530,518
0693f5e1c570d9678523c41e03aae3ab,20150531,490
0693f5e1c570d9678523c41e03aae3ab,20150601,707
0693f5e1c570d9678523c41e03aae3ab,20150602,891
0693f5e1c570d9678523c41e03aae3ab,20150603,927
0693f5e1c570d9678523c41e03aae3ab,20150604,961
0693f5e1c570d9678523c41e03aae3ab,20150605,801
0693f5e1c570d9678523c41e03aae3ab,20150606,644
0693f5e1c570d9678523c41e03aae3ab,20150607,723
0693f5e1c570d9678523c41e03aae3ab,20150608,674
0693f5e1c570d9678523c41e03aae3ab,20150609,665
0693f5e1c570d9678523c41e03aae3ab,20150610,610
0693f5e1c570d9678523c41e03aae3ab,20150611,771
0693f5e1c570d9678523c41e03aae3ab,20150612,923
0693f5e1c570d9678523c41e03aae3ab,20150613,610
0693f5e1c570d9678523c41e03aae3ab,20150614,764
0693f5e1c570d9678523c41e03aae3ab,20150615,653
0693f5e1c570d9678523c41e03aae3ab,20150616,723
0693f5e1c570d9678523c41e03aae3ab,20150617,2326
0693f5e1c570d9678523c41e03aae3ab,20150618,4371
0693f5e1c570d9678523c41e03aae3ab,20150619,3263
0693f5e1c570d9678523c41e03aae3ab,20150620,2333
0693f5e1c570d9678523c41e03aae3ab,20150621,2108
0693f5e1c570d9678523c41e03aae3ab,20150622,2311
0693f5e1c570d9678523c41e03aae3ab,20150623,2547
0693f5e1c570d9678523c41e03aae3ab,20150624,2204
0693f5e1c570d9678523c41e03aae3ab,20150625,2005
0693f5e1c570d9678523c41e03aae3ab,20150626,2026
0693f5e1c570d9678523c41e03aae3ab,20150627,1937
0693f5e1c570d9678523c41e03aae3ab,20150628,2267
0693f5e1c570d9678523c41e03aae3ab,20150629,2732
0693f5e1c570d9678523c41e03aae3ab,20150630,2954
0693f5e1c570d9678523c41e03aae3ab,20150701,2356
0693f5e1c570d9678523c41e03aae3ab,20150702,2376
0693f5e1c570d9678523c41e03aae3ab,20150703,2269
0693f5e1c570d9678523c41e03aae3ab,20150704,1978
0693f5e1c570d9678523c41e03aae3ab,20150705,1813
0693f5e1c570d9678523c41e03aae3ab,20150706,2158
0693f5e1c570d9678523c41e03aae3ab,20150707,2086
0693f5e1c570d9678523c41e03aae3ab,20150708,1967
0693f5e1c570d9678523c41e03aae3ab,20150709,2042
0693f5e1c570d9678523c41e03aae3ab,20150710,1753
0693f5e1c570d9678523c41e03aae3ab,20150711,1445
0693f5e1c570d9678523c41e03aae3ab,20150712,1560
0693f5e1c570d9678523c41e03aae3ab,20150713,1635
0693f5e1c570d9678523c41e03aae3ab,20150714,1655
0693f5e1c570d9678523c41e03aae3ab,20150715,1689
0693f5e1c570d9678523c41e03aae3ab,20150716,1688
0693f5e1c570d9678523c41e03aae3ab,20150717,1487
0693f5e1c570d9678523c41e03aae3ab,20150718,1359
0693f5e1c570d9678523c41e03aae3ab,20150719,1394
0693f5e1c570d9678523c41e03aae3ab,20150720,1362
0693f5e1c570d9678523c41e03aae3ab,20150721,1255
0693f5e1c570d9678523c41e03aae3ab,20150722,1197
0693f5e1c570d9678523c41e03aae3ab,20150723,1518
0693f5e1c570d9678523c41e03aae3ab,20150724,1533
0693f5e1c570d9678523c41e03aae3ab,20150725,1268
0693f5e1c570d9678523c41e03aae3ab,20150726,1327
0693f5e1c570d9678523c41e03aae3ab,20150727,1184
0693f5e1c570d9678523c41e03aae3ab,20150728,1272
